category1,category2,category3,category4,service,issue,agree,disagree,noidea,expSol
국토및지역개발,지역및도시,뉴타운사업의 안정적 추진,뉴타운지원(재촉),전농답십리지구 사가정로 도로확장공사,공공 안전,2,2,2,0
국토및지역개발,지역및도시,뉴타운사업의 안정적 추진,뉴타운지원(재촉),가리봉지구 도시재생사업(앵커시설) 추진,공공 안전,0,1,1,0
국토및지역개발,지역및도시,뉴타운사업의 안정적 추진,뉴타운지원(재촉),뉴타운 정비사업 추진위원회 사용비용 보조,공공 안전,0,2,2,0
국토및지역개발,지역및도시,뉴타운사업의 안정적 추진,뉴타운지원(재촉),전농동588~배봉로간 및 답십리길 연결고가도로 개설,공공 안전,2,1,3,0
국토및지역개발,지역및도시,뉴타운사업의 안정적 추진,뉴타운지원(재촉),재정비촉진계획수립(변경)비용 지원,공공 안전,1,3,2,0
국토및지역개발,지역및도시,뉴타운사업의 안정적 추진,뉴타운지원(재촉),도시재정비 위원회 운영,공공 안전,1,0,3,0
사회복지,주택,사람 중심의 주택정비사업 추진,정비사업 갈등관리 강화(도정),재개발 재건축 정비구역 실태조사,공공 안전,3,1,2,0
기타,기타,행정운영경비(도시재생본부 재생협력과),기본경비,기본경비,공공 안전,3,4,1,0
사회복지,주택,사람 중심의 주택정비사업 추진,공공관리제도의 안정적 정착(재촉),재정비촉진사업 융자금 지원,공공 안전,1,0,1,0
사회복지,주택,사람 중심의 주택정비사업 추진,공공관리제도의 안정적 정착(재촉),재정비촉진지구 공공관리사업 지원,공공 안전,1,2,3,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"불광천 등 하천 주변 노약자 체육시설 개선(마포구, 주민참여)",공공 안전,1,2,1,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"안양천·목감천 합류부 보행자전용도로 설치(구로구, 주민참여)",공공 안전,2,1,1,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,성내유수지 정비,공공 안전,2,0,3,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"불광천 보행교 설치(은평구, 주민참여)",공공 안전,1,0,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"사당천, 반포천 하상정비 및 수질개선 사업",공공 안전,0,0,1,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,금호유수지 활용방안 마련을 위한 구조물 안전진단,공공 안전,2,1,1,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,안양천(금천구) 물놀이시설 설치,공공 안전,1,5,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,도림천 둔치정비(신대방역 일대),공공 안전,4,1,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,안양천(구로구) 물놀이시설 설치,공공 안전,2,4,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,안양천(구로구) 족구장 설치,공공 안전,2,1,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,우이천(노원구간) 제방정비,공공 안전,2,0,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,불광천(은평구간) 환경개선,공공 안전,1,0,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,군자교 진출입(경사로)시설 설치,공공 안전,0,1,3,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,우이천(도봉구간) 데크로드 설치,공공 안전,3,0,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,중랑천 둔치 송정체육공원 정비,공공 안전,3,1,0,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,중랑천 제방(동대문구간) 녹지축 조성,공공 안전,1,1,2,0
환경보호,상하수도ㆍ수질,중랑물재생센터 운영관리,중랑물재생센터 운영관리,중랑물재생센터 수처리 유지보수,공공 안전,4,1,2,0
환경보호,상하수도ㆍ수질,중랑물재생센터 운영관리,중랑물재생센터 운영관리,중랑물재생센터 오니처리 유지보수,공공 안전,1,3,3,0
환경보호,상하수도ㆍ수질,중랑물재생센터 운영관리,중랑물재생센터 운영관리,중랑물재생센터 운영,공공 안전,1,2,2,0
환경보호,상하수도ㆍ수질,중랑물재생센터 운영관리,중랑물재생센터 운영관리,중랑물재생센터 공통분야 유지보수,공공 안전,2,2,2,0
국토및지역개발,수자원,일반예산(재무활동),내부거래지출(도시안전실 하천관리과),재난관리기금 적립,공공 안전,0,0,1,0
기타,기타,행정운영경비(도시안전실 하천관리과),기본경비,기본경비,공공 안전,2,2,3,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"탄천 자전거도로 안전펜스 설치(송파구, 주민참여)",공공 안전,2,0,2,0
국토및지역개발,수자원,일반예산(타기관지원등),자치구 교부금(도시안전실 하천관리과),자치구 교부금(하천점용료 징수),공공 안전,1,2,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"도림천 경사면 조경식재 및 산책로 주변 그늘막 설치(영등포구, 주민참여)",공공 안전,0,1,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"도림천 제방, 둔치 정비(동작구, 주민참여)",공공 안전,1,1,3,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"안양천 보행자 전용도로 설치(양천구, 주민참여)",공공 안전,4,2,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"도림천변 공중화장실 설치(구로구, 주민참여)",공공 안전,0,2,1,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"우이천변 공공음수대 설치(강북구, 주민참여)",공공 안전,2,1,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"우이천변 공중화장실 설치(강북구, 주민참여)",공공 안전,3,3,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"성내천 물놀이장 화장실 및 탈의실 설치(송파구, 주민참여)",공공 안전,1,3,2,0
국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비,"정릉천 하류 산책로 연장 조성(성북구, 주민참여)",공공 안전,1,2,2,0
국토및지역개발,지역및도시,도시재생의 발전기반 제고,도시재생 계획 수립(도시개발),경제기반형 도시재생 활성화계획 수립,공공 안전,1,2,2,0
국토및지역개발,지역및도시,도시개발의 공공성 확보,도시발전 및 공공개발,서울 공공성 지도 작성 기본계획,공공 안전,0,3,3,0
국토및지역개발,지역및도시,도시재생의 발전기반 제고,도시재생연구,마포유수지 일대 도시계획적 활용방안 수립,공공 안전,0,2,2,0
국토및지역개발,지역및도시,도시재생의 발전기반 제고,도시재생 계획 수립(도시개발),서울시 도시재생 전략 수립,공공 안전,2,0,1,0
기타,기타,행정운영경비(난지물재생센터 관리과),인력운영비(하수도사업특별회계),인력운영비,공공 안전,3,1,1,0
기타,기타,행정운영경비(난지물재생센터 관리과),기본경비(하수도사업특별회계),기본경비,공공 안전,0,2,2,0
환경보호,상하수도ㆍ수질,난지물재생센터 운영관리,난지물재생센터 운영관리,난지물재생센터 정화조오니처리 유지보수,공공 안전,0,2,2,0
환경보호,상하수도ㆍ수질,난지물재생센터 운영관리,난지물재생센터 운영관리,슬러지 소각 및 분뇨처리시설 위탁관리(난지물재생센터),공공 안전,1,2,2,0
환경보호,상하수도ㆍ수질,난지물재생센터 운영관리,난지물재생센터 운영관리,난지물재생센터 수처리 유지보수,공공 안전,0,2,1,0
환경보호,상하수도ㆍ수질,난지물재생센터 운영관리,난지물재생센터 운영관리,난지물재생센터 오니처리 유지보수,공공 안전,3,2,1,0
환경보호,상하수도ㆍ수질,난지물재생센터 운영관리,난지물재생센터 운영관리,난지물재생센터 운영,공공 안전,1,1,1,0
환경보호,상하수도ㆍ수질,난지물재생센터 운영관리,난지물재생센터 운영관리,난지물재생센터 공통분야 유지보수,공공 안전,1,0,4,0
기타,기타,행정운영경비(중랑물재생센터 관리과),인력운영비(하수도사업특별회계),인력운영비,공공 안전,0,3,0,0
기타,기타,행정운영경비(중랑물재생센터 관리과),기본경비(하수도사업특별회계),기본경비,공공 안전,1,2,4,0
환경보호,상하수도ㆍ수질,중랑물재생센터 운영관리,중랑물재생센터 운영관리,중랑물재생센터 정화조오니처리 유지보수,공공 안전,0,4,2,0
환경보호,상하수도ㆍ수질,중랑물재생센터 운영관리,중랑물재생센터 운영관리,슬러지 건조 및 분뇨처리시설 위탁관리(중랑물재생센터),공공 안전,1,1,2,0
국토및지역개발,지역및도시,도시기능 회복 및 활성화,도시환경정비(주택사업),도시 활성화를 위한 도시환경정비 계획 재정비,공공 안전,1,0,1,0
국토및지역개발,지역및도시,도시기능 회복 및 활성화,도시환경정비(주택사업),동묘역 일대 도시관리 및 활성화 계획,공공 안전,1,3,1,0
국토및지역개발,지역및도시,도시기능 회복 및 활성화,도시환경정비(주택사업),도시 주거환경정비 기본계획 재정비(주택사업),공공 안전,1,2,1,0
국토및지역개발,지역및도시,도시기능 회복 및 활성화,도시환경정비(주택사업),"도시환경정비사업 정비기반시설 공공지원(관수동,성수동)(주택사업)",공공 안전,1,2,1,0
국토및지역개발,지역및도시,도시기능 회복 및 활성화,도시환경정비,시장정비사업 심의 위원회 운영,공공 안전,0,2,2,0
국토및지역개발,지역및도시,도시기능 회복 및 활성화,도시환경정비,장안평 자동차 산업문화관 건립,공공 안전,4,2,1,0
국토및지역개발,지역및도시,공공재생 계획 수립,공공개발 및 공공공간 확충(도시개발),세종대로 일대 역사문화 특화공간 조성사업,공공 안전,1,3,1,0
국토및지역개발,지역및도시,공공재생 계획 수립,공공개발 및 공공공간 확충(도시개발),남산 예장자락 재생사업,공공 안전,0,2,3,0
기타,기타,행정운영경비(도시계획국 공공개발센터),기본경비,기본경비,공공 안전,0,2,2,0
국토및지역개발,지역및도시,공공재생 계획 수립,시민누리공간 조성사업,"시민참여형 공공장소, 시민누리공간 만들기",공공 안전,1,0,3,0
국토및지역개발,지역및도시,도시개발의 공공성 확보,도시발전 및 공공개발(도시개발),공공토지자원 활용시스템 구축,공공 안전,0,2,2,0
국토및지역개발,지역및도시,도시개발의 공공성 확보,도시발전 및 공공개발(도시개발),마포 석유비축기지 재활용사업(도시개발),공공 안전,1,0,2,0
